learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),model training instances,model serialized size (bytes)
2.29E7,67.328125,-1.7417834088620185E-11,2.29E7,73.1,42.56015169244697,43.24894514767932,2.29E7,-1.0
2.3E7,67.609375,-1.7490593664762018E-11,2.3E7,73.2,44.24843562774597,44.855967078189295,2.3E7,-1.0
2.31E7,67.890625,-1.756335324090385E-11,2.31E7,74.4,46.163519896364775,47.325102880658434,2.31E7,-1.0
2.32E7,68.171875,-1.7636112817045683E-11,2.32E7,72.7,43.00769083029235,45.83333333333333,2.32E7,-1.0
2.33E7,68.46875,-1.7712914591862063E-11,2.33E7,70.5,39.10293461925915,41.23505976095617,2.33E7,-1.0
2.34E7,68.75,-1.7785674168003896E-11,2.34E7,73.6,43.70257901897479,46.98795180722891,2.34E7,-1.0
2.35E7,69.03125,-1.785843374414573E-11,2.35E7,74.2,45.72534500168293,48.08853118712273,2.35E7,-1.0
2.36E7,69.328125,-1.7935235518962108E-11,2.36E7,73.6,45.08054852882439,48.4375,2.36E7,-1.0
2.37E7,69.59375,-1.8003952896429397E-11,2.37E7,72.6,42.434072306166684,43.27122153209109,2.37E7,-1.0
2.38E7,69.859375,-1.8072670273896686E-11,2.38E7,72.8,43.294584632832425,46.24505928853755,2.38E7,-1.0
2.39E7,70.140625,-1.814542985003852E-11,2.39E7,73.1,43.82210193051483,44.421487603305785,2.39E7,-1.0
2.4E7,70.4375,-1.82222316248549E-11,2.4E7,73.5,44.08386154742111,44.56066945606694,2.4E7,-1.0
2.41E7,70.71875,-1.829499120099673E-11,2.41E7,72.8,43.16163410301954,43.56846473029045,2.41E7,-1.0
2.42E7,71.0,-1.8367750777138564E-11,2.42E7,73.3,44.486027944111775,44.83471074380165,2.42E7,-1.0
2.43E7,71.296875,-1.8444552551954944E-11,2.43E7,76.3,48.076417491893785,49.25053533190578,2.43E7,-1.0
2.44E7,71.578125,-1.8517312128096776E-11,2.44E7,72.6,41.8831554477118,41.32762312633832,2.44E7,-1.0
2.45E7,71.859375,-1.859007170423861E-11,2.45E7,73.1,43.35888149583088,42.521367521367516,2.45E7,-1.0
2.46E7,72.140625,-1.8662831280380442E-11,2.46E7,74.0,45.233410989548005,48.20717131474103,2.46E7,-1.0
2.47E7,72.453125,-1.874367525387137E-11,2.47E7,72.0,41.83316921977505,42.62295081967212,2.47E7,-1.0
2.48E7,72.71875,-1.8812392631338657E-11,2.48E7,72.6,42.82900447352607,44.97991967871485,2.48E7,-1.0
2.49E7,73.0,-1.888515220748049E-11,2.49E7,70.8,38.447269124559966,38.39662447257383,2.49E7,-1.0
2.5E7,73.28125,-1.8957911783622323E-11,2.5E7,72.7,42.436638130983,44.848484848484844,2.5E7,-1.0
2.51E7,73.5625,-1.9030671359764156E-11,2.51E7,72.3,41.462878589361026,40.301724137931025,2.51E7,-1.0
2.52E7,73.84375,-1.9103430935905988E-11,2.52E7,75.0,47.10360499511237,51.830443159922936,2.52E7,-1.0
2.53E7,74.125,-1.917619051204782E-11,2.53E7,75.1,46.89246256878386,45.63318777292576,2.53E7,-1.0
2.54E7,74.421875,-1.92529922868642E-11,2.54E7,70.5,38.707666735923524,37.499999999999986,2.54E7,-1.0
2.55E7,74.703125,-1.9325751863006033E-11,2.55E7,73.4,42.83135248984504,45.714285714285715,2.55E7,-1.0
2.56E7,74.984375,-1.9398511439147866E-11,2.56E7,73.2,43.33343200646168,45.08196721311475,2.56E7,-1.0
2.57E7,75.28125,-1.9475313213964246E-11,2.57E7,73.8,44.83560167093384,49.32301740812379,2.57E7,-1.0
2.58E7,75.625,-1.9564241584804266E-11,2.58E7,73.6,44.760629394040826,46.98795180722891,2.58E7,-1.0
2.59E7,75.90625,-1.96370011609461E-11,2.59E7,74.4,46.51512619087414,49.40711462450593,2.59E7,-1.0
2.6E7,76.203125,-1.971380293576248E-11,2.6E7,74.5,46.01666497307184,49.504950495049506,2.6E7,-1.0
2.61E7,76.484375,-1.978656251190431E-11,2.61E7,74.2,45.66590851655295,48.50299401197605,2.61E7,-1.0
2.62E7,76.78125,-1.986336428672069E-11,2.62E7,75.3,47.86521786851059,48.32635983263599,2.62E7,-1.0
2.63E7,77.0625,-1.9936123862862524E-11,2.63E7,71.89999999999999,41.02090504575602,40.84210526315788,2.63E7,-1.0
2.64E7,77.359375,-2.0012925637678904E-11,2.64E7,75.4,48.702121980515145,52.601156069364166,2.64E7,-1.0
2.65E7,77.640625,-2.0085685213820736E-11,2.65E7,75.4,47.63617786670641,50.403225806451616,2.65E7,-1.0
2.66E7,77.921875,-2.015844478996257E-11,2.66E7,74.6,46.12800325777114,46.186440677966104,2.66E7,-1.0
2.67E7,78.21875,-2.023524656477895E-11,2.67E7,76.0,49.37242906866364,51.61290322580645,2.67E7,-1.0
2.68E7,78.515625,-2.0312048339595328E-11,2.68E7,75.2,48.111727168113816,48.760330578512395,2.68E7,-1.0
2.69E7,78.796875,-2.038480791573716E-11,2.69E7,74.1,45.08290572918875,44.776119402985074,2.69E7,-1.0
2.7E7,79.078125,-2.0457567491878994E-11,2.7E7,73.1,43.377480655726664,45.54655870445344,2.7E7,-1.0
2.71E7,79.390625,-2.053841146536992E-11,2.71E7,74.3,45.88562284174177,46.90082644628099,2.71E7,-1.0
2.72E7,79.671875,-2.0611171041511753E-11,2.72E7,74.2,46.06482255744723,48.4,2.72E7,-1.0
2.73E7,79.9375,-2.0679888418979042E-11,2.73E7,74.2,46.513864932997215,47.98387096774193,2.73E7,-1.0
2.74E7,80.21875,-2.0752647995120875E-11,2.74E7,74.3,46.18432183869534,47.01030927835051,2.74E7,-1.0
2.75E7,80.515625,-2.0829449769937255E-11,2.75E7,71.7,38.71540560440035,42.36252545824847,2.75E7,-1.0
2.76E7,80.796875,-2.0902209346079087E-11,2.76E7,74.6,46.19920696783814,49.7029702970297,2.76E7,-1.0
2.77E7,81.078125,-2.097496892222092E-11,2.77E7,75.9,49.11919198743392,51.800000000000004,2.77E7,-1.0
2.78E7,81.375,-2.10517706970373E-11,2.78E7,76.2,49.814651591381626,50.416666666666664,2.78E7,-1.0
2.79E7,81.65625,-2.1124530273179132E-11,2.79E7,72.7,43.063318595144736,47.09302325581395,2.79E7,-1.0
2.8E7,81.921875,-2.119324765064642E-11,2.8E7,72.2,41.57822843332982,42.68041237113401,2.8E7,-1.0
2.81E7,82.1875,-2.126196502811371E-11,2.81E7,75.1,47.26363944425619,47.57894736842105,2.81E7,-1.0
2.82E7,82.46875,-2.1334724604255543E-11,2.82E7,72.39999999999999,42.26641955578611,43.6734693877551,2.82E7,-1.0
2.83E7,82.734375,-2.1403441981722832E-11,2.83E7,73.9,44.65883550315933,45.05263157894737,2.83E7,-1.0
2.84E7,83.0,-2.147215935919012E-11,2.84E7,71.7,41.124092936555485,42.479674796747965,2.84E7,-1.0
2.85E7,83.28125,-2.1544918935331954E-11,2.85E7,74.5,46.42857142857142,50.48543689320388,2.85E7,-1.0
2.86E7,83.578125,-2.1621720710148333E-11,2.86E7,73.9,45.635419877856734,47.05882352941176,2.86E7,-1.0
2.87E7,83.859375,-2.1694480286290166E-11,2.87E7,73.8,44.448920570437494,46.20123203285421,2.87E7,-1.0
2.88E7,84.125,-2.1763197663757455E-11,2.88E7,72.8,43.35032823486287,46.35108481262327,2.88E7,-1.0
2.89E7,84.421875,-2.1839999438573835E-11,2.89E7,76.0,49.72453233341015,48.8272921108742,2.89E7,-1.0
2.9E7,84.703125,-2.1912759014715667E-11,2.9E7,72.0,40.97409606044252,41.54488517745302,2.9E7,-1.0
2.91E7,84.953125,-2.197743419350841E-11,2.91E7,71.6,39.70301612307379,42.0408163265306,2.91E7,-1.0
2.92E7,85.234375,-2.2050193769650242E-11,2.92E7,72.7,43.676500928409325,44.17177914110429,2.92E7,-1.0
2.93E7,85.546875,-2.213103774314117E-11,2.93E7,73.0,43.64692082601091,44.78527607361963,2.93E7,-1.0
2.94E7,85.828125,-2.2203797319283E-11,2.94E7,74.3,45.88425547685025,48.2897384305835,2.94E7,-1.0
2.95E7,86.09375,-2.227251469675029E-11,2.95E7,73.7,43.591767400760126,47.817460317460316,2.95E7,-1.0
2.96E7,86.375,-2.2345274272892123E-11,2.96E7,72.39999999999999,41.041010676703934,43.326488706365495,2.96E7,-1.0
2.97E7,86.65625,-2.2418033849033956E-11,2.97E7,76.3,50.8343636680469,50.625,2.97E7,-1.0
2.98E7,86.953125,-2.2494835623850335E-11,2.98E7,74.9,46.911115247296905,47.5991649269311,2.98E7,-1.0
2.99E7,87.21875,-2.2563553001317624E-11,2.99E7,73.0,43.542990966878556,45.010183299389,2.99E7,-1.0
3.0E7,87.5,-2.2636312577459457E-11,3.0E7,73.1,43.02054649438677,44.5360824742268,3.0E7,-1.0
3.01E7,87.765625,-2.2705029954926746E-11,3.01E7,72.3,40.41267983754387,41.92872117400419,3.01E7,-1.0
3.02E7,88.046875,-2.277778953106858E-11,3.02E7,75.3,47.84628378378379,49.17695473251029,3.02E7,-1.0
3.03E7,88.34375,-2.285459130588496E-11,3.03E7,74.0,45.37631517025782,48.10379241516966,3.03E7,-1.0
3.04E7,88.625,-2.292735088202679E-11,3.04E7,74.9,47.89287938550966,48.033126293995856,3.04E7,-1.0
3.05E7,88.90625,-2.3000110458168624E-11,3.05E7,73.9,45.13348749211688,45.397489539748946,3.05E7,-1.0
3.06E7,89.171875,-2.3068827835635913E-11,3.06E7,72.1,41.722994143056475,40.12875536480686,3.06E7,-1.0
3.07E7,89.515625,-2.3157756206475933E-11,3.07E7,71.39999999999999,40.82179082365307,43.25396825396825,3.07E7,-1.0
3.08E7,89.796875,-2.3230515782617766E-11,3.08E7,72.0,40.253920836445104,43.20486815415821,3.08E7,-1.0
3.09E7,90.078125,-2.33032753587596E-11,3.09E7,75.3,48.39631629088599,50.79681274900398,3.09E7,-1.0
3.1E7,90.359375,-2.3376034934901432E-11,3.1E7,72.6,41.380593981455725,42.19409282700421,3.1E7,-1.0
3.11E7,90.640625,-2.3448794511043264E-11,3.11E7,74.5,45.59094633346989,48.170731707317074,3.11E7,-1.0
3.12E7,90.90625,-2.3517511888510553E-11,3.12E7,70.7,39.070545079478606,39.71193415637859,3.12E7,-1.0
3.13E7,91.1875,-2.3590271464652386E-11,3.13E7,71.2,39.651740251031995,40.49586776859503,3.13E7,-1.0
3.14E7,91.5,-2.3671115438143313E-11,3.14E7,73.3,43.387585130653825,46.060606060606055,3.14E7,-1.0
3.15E7,91.78125,-2.3743875014285145E-11,3.15E7,71.89999999999999,40.16948430779712,41.213389121338906,3.15E7,-1.0
3.16E7,92.0625,-2.3816634590426978E-11,3.16E7,73.0,44.09197077873673,45.89178356713426,3.16E7,-1.0
3.17E7,92.359375,-2.3893436365243358E-11,3.17E7,74.7,46.477681404696426,45.474137931034484,3.17E7,-1.0
3.18E7,92.6875,-2.397832253740883E-11,3.18E7,74.1,46.06863235049142,43.076923076923066,3.18E7,-1.0
3.19E7,92.96875,-2.4051082113550664E-11,3.19E7,74.8,46.604060634055585,45.57235421166306,3.19E7,-1.0
3.2E7,93.25,-2.4123841689692497E-11,3.2E7,73.5,44.2734093738434,46.138211382113816,3.2E7,-1.0
3.21E7,93.546875,-2.4200643464508877E-11,3.21E7,73.3,43.78805359293287,45.95141700404858,3.21E7,-1.0
3.22E7,93.828125,-2.427340304065071E-11,3.22E7,73.4,43.16239316239315,45.49180327868852,3.22E7,-1.0
3.23E7,94.09375,-2.4342120418117998E-11,3.23E7,74.0,45.175438596491226,46.280991735537185,3.23E7,-1.0
3.24E7,94.359375,-2.4410837795585287E-11,3.24E7,75.5,49.00507867787861,48.63731656184486,3.24E7,-1.0
3.25E7,94.625,-2.4479555173052576E-11,3.25E7,74.7,47.47114027074164,48.577235772357724,3.25E7,-1.0
3.26E7,94.90625,-2.455231474919441E-11,3.26E7,73.8,44.68068933773072,45.41666666666666,3.26E7,-1.0
3.27E7,95.21875,-2.4633158722685335E-11,3.27E7,71.5,39.84448215597375,44.22700587084149,3.27E7,-1.0
3.28E7,95.515625,-2.4709960497501715E-11,3.28E7,73.7,44.96157774020191,46.21676891615542,3.28E7,-1.0
3.29E7,95.828125,-2.4790804470992642E-11,3.29E7,74.4,46.02367367937219,46.33123689727463,3.29E7,-1.0
3.3E7,96.125,-2.486760624580902E-11,3.3E7,76.3,50.39848642132405,54.06976744186047,3.3E7,-1.0
3.31E7,96.421875,-2.49444080206254E-11,3.31E7,76.0,49.620474239269164,50.20746887966805,3.31E7,-1.0
3.32E7,96.703125,-2.5017167596767234E-11,3.32E7,74.7,46.43325965259958,47.181628392484335,3.32E7,-1.0
3.33E7,96.984375,-2.5089927172909067E-11,3.33E7,72.39999999999999,42.4633203667338,43.09278350515463,3.33E7,-1.0
3.34E7,97.28125,-2.5166728947725446E-11,3.34E7,72.5,40.79502592101411,41.86046511627906,3.34E7,-1.0
3.35E7,97.5625,-2.523948852386728E-11,3.35E7,72.5,40.07879094252793,43.298969072164944,3.35E7,-1.0
3.36E7,97.84375,-2.5312248100009112E-11,3.36E7,73.9,44.360120062760075,43.87096774193548,3.36E7,-1.0
3.37E7,98.125,-2.5385007676150944E-11,3.37E7,75.1,46.61234991423671,49.899396378269614,3.37E7,-1.0
3.38E7,98.421875,-2.5461809450967324E-11,3.38E7,74.7,47.34432234432235,48.15573770491803,3.38E7,-1.0
3.39E7,98.703125,-2.5534569027109157E-11,3.39E7,75.9,48.32096753441695,51.31313131313131,3.39E7,-1.0
3.4E7,98.96875,-2.5603286404576446E-11,3.4E7,72.8,43.507283821898405,45.92445328031809,3.4E7,-1.0
3.41E7,99.25,-2.567604598071828E-11,3.41E7,74.4,45.463454123261116,48.073022312373226,3.41E7,-1.0
3.42E7,99.546875,-2.5752847755534658E-11,3.42E7,73.3,44.46293368832682,47.337278106508876,3.42E7,-1.0
3.43E7,99.828125,-2.582560733167649E-11,3.43E7,72.7,43.45063012155006,46.88715953307393,3.43E7,-1.0
3.44E7,100.109375,-2.5898366907818324E-11,3.44E7,74.0,44.771097440777616,43.9655172413793,3.44E7,-1.0
3.45E7,100.40625,-2.5975168682634703E-11,3.45E7,72.3,41.52219623208721,40.557939914163086,3.45E7,-1.0
3.46E7,100.671875,-2.6043886060101992E-11,3.46E7,73.8,43.65033960348765,46.20123203285421,3.46E7,-1.0
3.47E7,100.96875,-2.6120687834918372E-11,3.47E7,71.6,39.9508611976843,41.078838174273855,3.47E7,-1.0
3.48E7,101.234375,-2.618940521238566E-11,3.48E7,74.1,45.4796527538038,45.58823529411764,3.48E7,-1.0
3.49E7,101.53125,-2.626620698720204E-11,3.49E7,72.6,42.332300646551715,42.3157894736842,3.49E7,-1.0
3.5E7,101.8125,-2.6338966563343873E-11,3.5E7,74.6,46.28022266213222,45.610278372591004,3.5E7,-1.0
3.51E7,102.078125,-2.6407683940811162E-11,3.51E7,74.0,46.07420189818809,47.686116700201204,3.51E7,-1.0
3.52E7,102.375,-2.6484485715627542E-11,3.52E7,71.6,41.43484626647144,41.92229038854805,3.52E7,-1.0
3.53E7,102.65625,-2.6557245291769375E-11,3.53E7,71.6,41.2650353237041,39.83050847457626,3.53E7,-1.0
3.54E7,102.9375,-2.6630004867911207E-11,3.54E7,74.0,46.28032578916268,49.01960784313725,3.54E7,-1.0
3.55E7,103.203125,-2.6698722245378496E-11,3.55E7,74.1,44.23823835892489,44.65811965811965,3.55E7,-1.0
3.56E7,103.484375,-2.677148182152033E-11,3.56E7,72.6,41.73609427695343,44.08163265306122,3.56E7,-1.0
3.57E7,103.765625,-2.6844241397662162E-11,3.57E7,73.6,45.11343224003725,46.34146341463414,3.57E7,-1.0
3.58E7,104.046875,-2.6917000973803994E-11,3.58E7,74.6,46.44062078272604,48.37398373983739,3.58E7,-1.0
3.59E7,104.34375,-2.6993802748620374E-11,3.59E7,74.9,48.024517518429555,48.45995893223819,3.59E7,-1.0
3.6E7,104.625,-2.7066562324762207E-11,3.6E7,74.2,45.90673314407678,46.13778705636743,3.6E7,-1.0
3.61E7,104.921875,-2.7143364099578587E-11,3.61E7,73.9,44.302652132717604,46.73469387755102,3.61E7,-1.0
3.62E7,105.203125,-2.721612367572042E-11,3.62E7,73.4,44.82976040353089,47.22222222222222,3.62E7,-1.0
3.63E7,105.484375,-2.7288883251862252E-11,3.63E7,71.2,39.7476934663905,42.74353876739562,3.63E7,-1.0
3.64E7,105.78125,-2.7365685026678632E-11,3.64E7,72.7,42.29647353247038,43.47826086956521,3.64E7,-1.0
3.65E7,106.046875,-2.743440240414592E-11,3.65E7,74.8,46.60858584788532,49.90059642147117,3.65E7,-1.0
3.66E7,106.328125,-2.7507161980287753E-11,3.66E7,72.1,40.62566503511385,37.02031602708802,3.66E7,-1.0
3.67E7,106.609375,-2.7579921556429586E-11,3.67E7,74.1,44.21710101227654,43.20175438596491,3.67E7,-1.0
3.68E7,106.890625,-2.765268113257142E-11,3.68E7,74.0,45.46362213841332,46.61190965092402,3.68E7,-1.0
3.69E7,107.171875,-2.772544070871325E-11,3.69E7,72.1,42.45999010064345,42.82786885245901,3.69E7,-1.0
3.7E7,107.453125,-2.7798200284855084E-11,3.7E7,74.5,44.320712694877514,44.56521739130434,3.7E7,-1.0
3.71E7,107.75,-2.7875002059671464E-11,3.71E7,72.2,42.67001022866005,41.226215644820286,3.71E7,-1.0
3.72E7,108.03125,-2.7947761635813297E-11,3.72E7,75.9,49.20284295458186,49.58158995815899,3.72E7,-1.0
3.73E7,108.328125,-2.8024563410629676E-11,3.73E7,75.0,46.2428019111759,50.495049504950494,3.73E7,-1.0
3.74E7,108.609375,-2.809732298677151E-11,3.74E7,74.0,45.61670654774853,50.2868068833652,3.74E7,-1.0
3.75E7,108.890625,-2.8170082562913342E-11,3.75E7,70.8,38.4809859896766,43.52030947775628,3.75E7,-1.0
3.76E7,109.171875,-2.8242842139055174E-11,3.76E7,74.5,46.57224270868254,48.69215291750503,3.76E7,-1.0
3.77E7,109.46875,-2.8319643913871554E-11,3.77E7,74.4,46.633979979404046,46.997929606625256,3.77E7,-1.0
3.78E7,109.734375,-2.8388361291338843E-11,3.78E7,74.9,46.535682639220234,49.395161290322584,3.78E7,-1.0
3.79E7,110.015625,-2.8461120867480676E-11,3.79E7,73.0,41.8023175610429,41.93548387096773,3.79E7,-1.0
3.8E7,110.296875,-2.853388044362251E-11,3.8E7,74.2,43.05038054706952,45.68421052631578,3.8E7,-1.0
3.81E7,110.578125,-2.860664001976434E-11,3.81E7,72.6,42.619002743398035,44.08163265306122,3.81E7,-1.0
3.82E7,110.859375,-2.8679399595906174E-11,3.82E7,73.5,43.850697946418734,45.360824742268036,3.82E7,-1.0
3.83E7,111.140625,-2.8752159172048007E-11,3.83E7,72.3,42.936014173293216,45.25691699604742,3.83E7,-1.0
3.84E7,111.4375,-2.8828960946864386E-11,3.84E7,73.5,45.20763205994491,45.91836734693877,3.84E7,-1.0
3.85E7,111.71875,-2.890172052300622E-11,3.85E7,74.7,44.881134969325146,47.401247401247396,3.85E7,-1.0
3.86E7,112.0,-2.8974480099148052E-11,3.86E7,74.1,46.658648301314784,47.88732394366197,3.86E7,-1.0
3.87E7,112.28125,-2.9047239675289884E-11,3.87E7,75.5,49.31817429583292,51.29224652087475,3.87E7,-1.0
3.88E7,112.5625,-2.911999925143172E-11,3.88E7,75.5,46.89613317149298,50.0,3.88E7,-1.0
3.89E7,112.859375,-2.9196801026248097E-11,3.89E7,74.6,47.870702924576705,48.478701825557806,3.89E7,-1.0
3.9E7,113.140625,-2.926956060238993E-11,3.9E7,74.4,44.540007019155354,48.69739478957916,3.9E7,-1.0
3.91E7,113.421875,-2.934232017853176E-11,3.91E7,72.3,40.755252891656966,43.81338742393508,3.91E7,-1.0
3.92E7,113.703125,-2.9415079754673595E-11,3.92E7,75.2,48.46496240851492,49.69574036511156,3.92E7,-1.0
3.93E7,113.984375,-2.948783933081543E-11,3.93E7,71.89999999999999,41.35325792044078,42.88617886178861,3.93E7,-1.0
3.94E7,114.265625,-2.956059890695726E-11,3.94E7,72.39999999999999,42.8772481735207,45.98825831702544,3.94E7,-1.0
3.95E7,114.5625,-2.963740068177364E-11,3.95E7,70.8,39.23882056724307,40.163934426229496,3.95E7,-1.0
3.96E7,114.828125,-2.9706118059240926E-11,3.96E7,74.6,46.63686174325187,44.17582417582417,3.96E7,-1.0
3.97E7,115.109375,-2.977887763538276E-11,3.97E7,72.6,42.00812732814087,41.45299145299145,3.97E7,-1.0
3.98E7,115.40625,-2.985567941019914E-11,3.98E7,77.4,52.20532255062853,55.77299412915851,3.98E7,-1.0
3.99E7,115.671875,-2.9924396787666424E-11,3.99E7,74.8,47.10149795123262,46.835443037974684,3.99E7,-1.0
4.0E7,115.9375,-2.999311416513371E-11,4.0E7,72.5,42.24339264411848,45.32803180914512,4.0E7,-1.0
4.01E7,116.21875,-3.006587374127554E-11,4.01E7,75.1,46.69098756551227,48.3402489626556,4.01E7,-1.0
4.02E7,116.5,-3.0138633317417375E-11,4.02E7,71.89999999999999,42.13773278751986,44.35643564356435,4.02E7,-1.0
4.03E7,116.78125,-3.021139289355921E-11,4.03E7,71.89999999999999,41.28905009443897,43.8,4.03E7,-1.0
4.04E7,117.0625,-3.028415246970104E-11,4.04E7,75.3,47.53254256873874,48.43423799582463,4.04E7,-1.0
4.05E7,117.359375,-3.036095424451742E-11,4.05E7,75.3,47.49506836269642,48.86128364389234,4.05E7,-1.0
4.06E7,117.640625,-3.043371382065925E-11,4.06E7,73.3,43.700342436868475,45.841784989858006,4.06E7,-1.0
4.07E7,117.90625,-3.050243119812654E-11,4.07E7,71.3,39.67597380213718,43.39250493096646,4.07E7,-1.0
4.08E7,118.1875,-3.057519077426837E-11,4.08E7,73.6,43.062954256259836,45.567010309278345,4.08E7,-1.0
4.09E7,118.46875,-3.0647950350410204E-11,4.09E7,73.5,45.14456993342827,47.62845849802371,4.09E7,-1.0
4.1E7,118.75,-3.0720709926552037E-11,4.1E7,74.1,45.72597274144607,46.37681159420289,4.1E7,-1.0
4.11E7,119.03125,-3.079346950269387E-11,4.11E7,73.1,43.22163403493663,44.65020576131687,4.11E7,-1.0
4.12E7,119.28125,-3.085814468148661E-11,4.12E7,74.9,47.7931694330047,47.37945492662474,4.12E7,-1.0
4.13E7,119.578125,-3.093494645630299E-11,4.13E7,71.8,41.08971493271276,43.14516129032258,4.13E7,-1.0
4.14E7,119.859375,-3.100770603244482E-11,4.14E7,75.3,48.10924369747899,45.35398230088495,4.14E7,-1.0
4.15E7,120.140625,-3.108046560858665E-11,4.15E7,71.3,39.62978544383677,41.067761806981515,4.15E7,-1.0
4.16E7,120.4375,-3.115726738340303E-11,4.16E7,71.7,39.946184991214736,42.12678936605316,4.16E7,-1.0
4.17E7,120.703125,-3.122598476087032E-11,4.17E7,73.0,44.170581618474166,44.09937888198757,4.17E7,-1.0
4.18E7,120.984375,-3.129874433701215E-11,4.18E7,72.7,42.51663438052724,43.47826086956521,4.18E7,-1.0
4.19E7,121.234375,-3.136341951580489E-11,4.19E7,73.9,45.35175879396985,46.95121951219512,4.19E7,-1.0
4.2E7,121.53125,-3.144022129062127E-11,4.2E7,74.4,45.300080340507,47.755102040816325,4.2E7,-1.0
4.21E7,121.8125,-3.15129808667631E-11,4.21E7,74.8,45.93945218644882,49.29577464788733,4.21E7,-1.0
4.22E7,122.09375,-3.1585740442904935E-11,4.22E7,74.7,46.464996995268606,49.60159362549801,4.22E7,-1.0
4.23E7,122.375,-3.165850001904677E-11,4.23E7,73.9,44.85294117647059,49.61389961389961,4.23E7,-1.0
4.24E7,122.65625,-3.17312595951886E-11,4.24E7,74.0,44.032822596963136,46.058091286307054,4.24E7,-1.0
4.25E7,122.9375,-3.1804019171330433E-11,4.25E7,72.6,40.54232344976043,44.08163265306122,4.25E7,-1.0
4.26E7,123.21875,-3.1876778747472266E-11,4.26E7,74.6,45.65217391304348,45.84221748400852,4.26E7,-1.0
4.27E7,123.5,-3.19495383236141E-11,4.27E7,73.2,44.25121898454012,44.51345755693581,4.27E7,-1.0
4.28E7,123.796875,-3.202634009843048E-11,4.28E7,75.4,48.60953272277559,50.10141987829615,4.28E7,-1.0
4.29E7,124.078125,-3.209909967457231E-11,4.29E7,72.6,42.60121249701484,48.20415879017013,4.29E7,-1.0
4.3E7,124.375,-3.217590144938869E-11,4.3E7,74.4,46.487399454840386,47.325102880658434,4.3E7,-1.0
4.31E7,124.640625,-3.2244618826855977E-11,4.31E7,71.5,41.09136006614303,43.56435643564356,4.31E7,-1.0
4.32E7,124.921875,-3.231737840299781E-11,4.32E7,71.2,39.36203810927465,39.99999999999999,4.32E7,-1.0
4.33E7,125.203125,-3.239013797913964E-11,4.33E7,74.5,45.37087817920065,46.985446985446984,4.33E7,-1.0
4.34E7,125.484375,-3.2462897555281475E-11,4.34E7,73.7,44.69910425165061,48.33005893909627,4.34E7,-1.0
4.35E7,125.765625,-3.253565713142331E-11,4.35E7,72.3,41.65964616680707,45.03968253968254,4.35E7,-1.0
4.36E7,126.03125,-3.260437450889059E-11,4.36E7,74.6,45.489117138307414,46.526315789473685,4.36E7,-1.0
4.37E7,126.3125,-3.2677134085032426E-11,4.37E7,74.6,45.73113409110333,46.186440677966104,4.37E7,-1.0
4.38E7,126.59375,-3.274989366117426E-11,4.38E7,71.3,39.860526712822484,44.70134874759152,4.38E7,-1.0
4.39E7,126.875,-3.282265323731609E-11,4.39E7,74.4,46.10231296870986,46.88796680497925,4.39E7,-1.0
4.4E7,127.15625,-3.2895412813457924E-11,4.4E7,72.6,42.87286919971979,45.52683896620278,4.4E7,-1.0
4.41E7,127.453125,-3.2972214588274304E-11,4.41E7,73.8,45.11594779730608,46.85598377281947,4.41E7,-1.0
4.42E7,127.734375,-3.3044974164416136E-11,4.42E7,70.7,39.83078692295054,43.97705544933078,4.42E7,-1.0
4.43E7,128.015625,-3.311773374055797E-11,4.43E7,73.4,44.06006182835271,45.714285714285715,4.43E7,-1.0
4.44E7,128.28125,-3.3186451118025255E-11,4.44E7,74.3,45.86328055880891,47.76422764227642,4.44E7,-1.0
4.45E7,128.578125,-3.3263252892841634E-11,4.45E7,73.3,44.891640866873054,43.31210191082802,4.45E7,-1.0
4.46E7,128.828125,-3.332792807163437E-11,4.46E7,71.5,40.163762334663026,41.23711340206185,4.46E7,-1.0
4.47E7,129.109375,-3.3400687647776206E-11,4.47E7,73.1,43.42892233148549,41.26637554585152,4.47E7,-1.0
4.48E7,129.40625,-3.3477489422592586E-11,4.48E7,75.4,48.88630319148937,48.319327731092436,4.48E7,-1.0
4.49E7,129.6875,-3.355024899873442E-11,4.49E7,72.7,42.92619290528674,43.595041322314046,4.49E7,-1.0
4.5E7,129.96875,-3.362300857487625E-11,4.5E7,72.1,41.215635376809885,41.7536534446764,4.5E7,-1.0
4.51E7,130.25,-3.3695768151018084E-11,4.51E7,75.4,47.61566078797971,50.602409638554214,4.51E7,-1.0
4.52E7,130.53125,-3.3768527727159916E-11,4.52E7,73.0,42.8370602158642,44.32989690721649,4.52E7,-1.0
4.53E7,130.8125,-3.384128730330175E-11,4.53E7,73.7,44.852170266303204,49.7131931166348,4.53E7,-1.0
4.54E7,131.09375,-3.391404687944358E-11,4.54E7,72.3,41.84923627264101,44.8207171314741,4.54E7,-1.0
4.55E7,131.390625,-3.399084865425996E-11,4.55E7,71.5,39.44467580591699,38.57758620689654,4.55E7,-1.0
4.56E7,131.671875,-3.4063608230401794E-11,4.56E7,74.1,46.010622774762155,49.2156862745098,4.56E7,-1.0
4.57E7,131.953125,-3.413636780654363E-11,4.57E7,70.89999999999999,39.03920763539161,39.751552795031046,4.57E7,-1.0
